noteId,title,from_deck,to_deck,bucket,source
1686038120920,Find First and Last Position of Element in Sorted Array,Interview::LeetCode,Interview::LeetCode::Extra::05 Binary Search,Binary Search,heuristic
1686038120922,Search Insert Position,Interview::LeetCode,Interview::LeetCode::Extra::05 Binary Search,Binary Search,heuristic
1686038120926,Sudoku Solver,Interview::LeetCode,Interview::LeetCode::Extra::09 Backtracking,Backtracking,heuristic
1686038120928,Count and Say,Interview::LeetCode,Interview::LeetCode::Extra::01 Arrays & Hashing,Arrays & Hashing,heuristic
1686038120934,First Missing Positive,Interview::LeetCode,Interview::LeetCode::Extra::01 Arrays & Hashing,Arrays & Hashing,heuristic
1686038120940,Wildcard Matching,Interview::LeetCode,Interview::LeetCode::Extra::14 2-D Dynamic Programming,2-D Dynamic Programming,heuristic
1686038120946,Permutations II,Interview::LeetCode,Interview::LeetCode::Extra::09 Backtracking,Backtracking,heuristic
1686038120956,N-Queens II,Interview::LeetCode,Interview::LeetCode::Extra::09 Backtracking,Backtracking,heuristic
1686038120968,Length of Last Word,Interview::LeetCode,Interview::LeetCode::Extra::01 Arrays & Hashing,Arrays & Hashing,heuristic
1686038120970,Spiral Matrix II,Interview::LeetCode,Interview::LeetCode::Extra::17 Math & Geometry,Math & Geometry,heuristic
1686038120972,Permutation Sequence,Interview::LeetCode,Interview::LeetCode::Extra::17 Math & Geometry,Math & Geometry,heuristic
1686038120974,Rotate List,Interview::LeetCode,Interview::LeetCode::Extra::06 Linked List,Linked List,heuristic
1686038120978,Unique Paths II,Interview::LeetCode,Interview::LeetCode::Extra::14 2-D Dynamic Programming,2-D Dynamic Programming,heuristic
1686038120980,Minimum Path Sum,Interview::LeetCode,Interview::LeetCode::Extra::14 2-D Dynamic Programming,2-D Dynamic Programming,heuristic
1686038120982,Valid Number,Interview::LeetCode,Interview::LeetCode::Extra::01 Arrays & Hashing,Arrays & Hashing,heuristic
1686038120986,Add Binary,Interview::LeetCode,Interview::LeetCode::Extra::18 Bit Manipulation,Bit Manipulation,heuristic
1686038120988,Text Justification,Interview::LeetCode,Interview::LeetCode::Extra::01 Arrays & Hashing,Arrays & Hashing,heuristic
1686038120990,Sqrt(x),Interview::LeetCode,Interview::LeetCode::Extra::05 Binary Search,Binary Search,heuristic
1686038120994,Simplify Path,Interview::LeetCode,Interview::LeetCode::Extra::04 Stack,Stack,heuristic
1686038121002,Sort Colors,Interview::LeetCode,Interview::LeetCode::Extra::02 Two Pointers,Two Pointers,heuristic
1686038121006,Combinations,Interview::LeetCode,Interview::LeetCode::Extra::09 Backtracking,Backtracking,heuristic
1686038121012,Remove Duplicates from Sorted Array II,Interview::LeetCode,Interview::LeetCode::Extra::02 Two Pointers,Two Pointers,heuristic
1686038121014,Search in Rotated Sorted Array II,Interview::LeetCode,Interview::LeetCode::Extra::05 Binary Search,Binary Search,heuristic
1686038121016,Remove Duplicates from Sorted List II,Interview::LeetCode,Interview::LeetCode::Extra::06 Linked List,Linked List,heuristic
1686038121018,Remove Duplicates from Sorted List,Interview::LeetCode,Interview::LeetCode::Extra::06 Linked List,Linked List,heuristic
1686038121022,Maximal Rectangle,Interview::LeetCode,Interview::LeetCode::Extra::14 2-D Dynamic Programming,2-D Dynamic Programming,heuristic
1686038121024,Partition List,Interview::LeetCode,Interview::LeetCode::Extra::06 Linked List,Linked List,heuristic
1686038121026,Scramble String,Interview::LeetCode,Interview::LeetCode::Extra::13 1-D Dynamic Programming,1-D Dynamic Programming,heuristic
1686038121028,Merge Sorted Array,Interview::LeetCode,Interview::LeetCode::Extra::02 Two Pointers,Two Pointers,heuristic
1686038121030,Gray Code,Interview::LeetCode,Interview::LeetCode::Extra::09 Backtracking,Backtracking,heuristic
1686038121036,Reverse Linked List II,Interview::LeetCode,Interview::LeetCode::Extra::06 Linked List,Linked List,heuristic
1686038121038,Restore IP Addresses,Interview::LeetCode,Interview::LeetCode::Extra::09 Backtracking,Backtracking,heuristic
1686038121040,Binary Tree Inorder Traversal,Interview::LeetCode,Interview::LeetCode::Extra::07 Trees,Trees,heuristic
1686038121042,Unique Binary Search Trees II,Interview::LeetCode,Interview::LeetCode::Extra::09 Backtracking,Backtracking,heuristic
1686038121044,Unique Binary Search Trees,Interview::LeetCode,Interview::LeetCode::Extra::13 1-D Dynamic Programming,1-D Dynamic Programming,heuristic
1686038121050,Recover Binary Search Tree,Interview::LeetCode,Interview::LeetCode::Extra::07 Trees,Trees,heuristic
1686038121054,Symmetric Tree,Interview::LeetCode,Interview::LeetCode::Extra::07 Trees,Trees,heuristic
1686038121058,Binary Tree Zigzag Level Order Traversal,Interview::LeetCode,Interview::LeetCode::Extra::07 Trees,Trees,heuristic
1686038121064,Construct Binary Tree from Inorder and Postorder Traversal,Interview::LeetCode,Interview::LeetCode::Extra::07 Trees,Trees,heuristic
1686038121066,Binary Tree Level Order Traversal II,Interview::LeetCode,Interview::LeetCode::Extra::07 Trees,Trees,heuristic
1686038121068,Convert Sorted Array to Binary Search Tree,Interview::LeetCode,Interview::LeetCode::Extra::07 Trees,Trees,heuristic
1686038121070,Convert Sorted List to Binary Search Tree,Interview::LeetCode,Interview::LeetCode::Extra::07 Trees,Trees,heuristic
1686038121074,Minimum Depth of Binary Tree,Interview::LeetCode,Interview::LeetCode::Extra::07 Trees,Trees,heuristic
1686038121076,Path Sum,Interview::LeetCode,Interview::LeetCode::Extra::07 Trees,Trees,heuristic
1686038121078,Path Sum II,Interview::LeetCode,Interview::LeetCode::Extra::09 Backtracking,Backtracking,heuristic
1686038121080,Flatten Binary Tree to Linked List,Interview::LeetCode,Interview::LeetCode::Extra::07 Trees,Trees,heuristic
1686038121084,Populating Next Right Pointers in Each Node,Interview::LeetCode,Interview::LeetCode::Extra::07 Trees,Trees,heuristic
1686038121086,Populating Next Right Pointers in Each Node II,Interview::LeetCode,Interview::LeetCode::Extra::07 Trees,Trees,heuristic
1686038121088,Pascal's Triangle,Interview::LeetCode,Interview::LeetCode::Extra::13 1-D Dynamic Programming,1-D Dynamic Programming,heuristic
1686038121090,Pascal's Triangle II,Interview::LeetCode,Interview::LeetCode::Extra::13 1-D Dynamic Programming,1-D Dynamic Programming,heuristic
1686038121092,Triangle,Interview::LeetCode,Interview::LeetCode::Extra::13 1-D Dynamic Programming,1-D Dynamic Programming,heuristic
1686038121096,Best Time to Buy and Sell Stock II,Interview::LeetCode,Interview::LeetCode::Extra::13 1-D Dynamic Programming,1-D Dynamic Programming,heuristic
1686038121098,Best Time to Buy and Sell Stock III,Interview::LeetCode,Interview::LeetCode::Extra::13 1-D Dynamic Programming,1-D Dynamic Programming,heuristic
1686038121104,Word Ladder II,Interview::LeetCode,Interview::LeetCode::Extra::09 Backtracking,Backtracking,heuristic
1686038121110,Sum Root to Leaf Numbers,Interview::LeetCode,Interview::LeetCode::Extra::07 Trees,Trees,heuristic
1686038121116,Palindrome Partitioning II,Interview::LeetCode,Interview::LeetCode::Extra::13 1-D Dynamic Programming,1-D Dynamic Programming,heuristic
1686038121122,Candy,Interview::LeetCode,Interview::LeetCode::Extra::15 Greedy,Greedy,heuristic
1686038121126,Single Number II,Interview::LeetCode,Interview::LeetCode::Extra::18 Bit Manipulation,Bit Manipulation,heuristic
1686038121132,Word Break II,Interview::LeetCode,Interview::LeetCode::Extra::10 Tries,Tries,heuristic
1686038121136,Linked List Cycle II,Interview::LeetCode,Interview::LeetCode::Extra::06 Linked List,Linked List,heuristic
1686038121140,Binary Tree Preorder Traversal,Interview::LeetCode,Interview::LeetCode::Extra::07 Trees,Trees,heuristic
1686038121142,Binary Tree Postorder Traversal,Interview::LeetCode,Interview::LeetCode::Extra::07 Trees,Trees,heuristic
1686038121146,Insertion Sort List,Interview::LeetCode,Interview::LeetCode::Extra::06 Linked List,Linked List,heuristic
1686038121148,Sort List,Interview::LeetCode,Interview::LeetCode::Extra::06 Linked List,Linked List,heuristic
1686038121150,Max Points on a Line,Interview::LeetCode,Interview::LeetCode::Extra::17 Math & Geometry,Math & Geometry,heuristic
1686038121154,Reverse Words in a String,Interview::LeetCode,Interview::LeetCode::Extra::02 Two Pointers,Two Pointers,heuristic
1686038121160,Find Minimum in Rotated Sorted Array II,Interview::LeetCode,Interview::LeetCode::Extra::05 Binary Search,Binary Search,heuristic
1686038121164,Binary Tree Upside Down,Interview::LeetCode,Interview::LeetCode::Extra::07 Trees,Trees,heuristic
1686038121166,Read N Characters Given Read4,Interview::LeetCode,Interview::LeetCode::Extra::01 Arrays & Hashing,Arrays & Hashing,heuristic
1686038121168,Read N Characters Given read4 II - Call Multiple Times,Interview::LeetCode,Interview::LeetCode::Extra::01 Arrays & Hashing,Arrays & Hashing,heuristic
1686038121170,Longest Substring with At Most Two Distinct Characters,Interview::LeetCode,Interview::LeetCode::Extra::03 Sliding Window,Sliding Window,heuristic
1686038121172,Intersection of Two Linked Lists,Interview::LeetCode,Interview::LeetCode::Extra::06 Linked List,Linked List,heuristic
1686038121174,One Edit Distance,Interview::LeetCode,Interview::LeetCode::Extra::02 Two Pointers,Two Pointers,heuristic
1686038121176,Find Peak Element,Interview::LeetCode,Interview::LeetCode::Extra::05 Binary Search,Binary Search,heuristic
1686038121178,Missing Ranges,Interview::LeetCode,Interview::LeetCode::Extra::01 Arrays & Hashing,Arrays & Hashing,heuristic
1686038121180,Maximum Gap,Interview::LeetCode,Interview::LeetCode::Extra::01 Arrays & Hashing,Arrays & Hashing,heuristic
1686038121182,Compare Version Numbers,Interview::LeetCode,Interview::LeetCode::Extra::02 Two Pointers,Two Pointers,heuristic
1686038121184,Fraction to Recurring Decimal,Interview::LeetCode,Interview::LeetCode::Extra::17 Math & Geometry,Math & Geometry,heuristic
1686038121188,Excel Sheet Column Title,Interview::LeetCode,Interview::LeetCode::Extra::17 Math & Geometry,Math & Geometry,heuristic
1686038121190,Majority Element,Interview::LeetCode,Interview::LeetCode::Extra::01 Arrays & Hashing,Arrays & Hashing,heuristic
1686038121192,Two Sum III - Data structure design,Interview::LeetCode,Interview::LeetCode::Extra::02 Two Pointers,Two Pointers,heuristic
1686038121194,Excel Sheet Column Number,Interview::LeetCode,Interview::LeetCode::Extra::17 Math & Geometry,Math & Geometry,heuristic
1686038121196,Factorial Trailing Zeroes,Interview::LeetCode,Interview::LeetCode::Extra::17 Math & Geometry,Math & Geometry,heuristic
1686038121198,Binary Search Tree Iterator,Interview::LeetCode,Interview::LeetCode::Extra::07 Trees,Trees,heuristic
1686038121200,Dungeon Game,Interview::LeetCode,Interview::LeetCode::Extra::14 2-D Dynamic Programming,2-D Dynamic Programming,heuristic
1686038121202,Combine Two Tables,Interview::LeetCode,Interview::LeetCode::Extra::99 Off-Roadmap::SQL & Database,SQL & Database,heuristic
1686038121204,Second Highest Salary,Interview::LeetCode,Interview::LeetCode::Extra::99 Off-Roadmap::SQL & Database,SQL & Database,heuristic
1686038121206,Nth Highest Salary,Interview::LeetCode,Interview::LeetCode::Extra::99 Off-Roadmap::SQL & Database,SQL & Database,heuristic
1686038121208,Rank Scores,Interview::LeetCode,Interview::LeetCode::Extra::99 Off-Roadmap::SQL & Database,SQL & Database,heuristic
1686038121210,Largest Number,Interview::LeetCode,Interview::LeetCode::Extra::15 Greedy,Greedy,heuristic
1686038121212,Consecutive Numbers,Interview::LeetCode,Interview::LeetCode::Extra::99 Off-Roadmap::SQL & Database,SQL & Database,heuristic
1686038121214,Employees Earning More Than Their Managers,Interview::LeetCode,Interview::LeetCode::Extra::99 Off-Roadmap::SQL & Database,SQL & Database,heuristic
1686038121216,Duplicate Emails,Interview::LeetCode,Interview::LeetCode::Extra::99 Off-Roadmap::SQL & Database,SQL & Database,heuristic
1686038121218,Customers Who Never Order,Interview::LeetCode,Interview::LeetCode::Extra::99 Off-Roadmap::SQL & Database,SQL & Database,heuristic
1686038121220,Department Highest Salary,Interview::LeetCode,Interview::LeetCode::Extra::99 Off-Roadmap::SQL & Database,SQL & Database,heuristic
1686038121222,Department Top Three Salaries,Interview::LeetCode,Interview::LeetCode::Extra::99 Off-Roadmap::SQL & Database,SQL & Database,heuristic
1686038121224,Reverse Words in a String II,Interview::LeetCode,Interview::LeetCode::Extra::02 Two Pointers,Two Pointers,heuristic
1686038121226,Repeated DNA Sequences,Interview::LeetCode,Interview::LeetCode::Extra::03 Sliding Window,Sliding Window,heuristic
1686038121228,Best Time to Buy and Sell Stock IV,Interview::LeetCode,Interview::LeetCode::Extra::13 1-D Dynamic Programming,1-D Dynamic Programming,heuristic
1686038121230,Rotate Array,Interview::LeetCode,Interview::LeetCode::Extra::02 Two Pointers,Two Pointers,heuristic
1686038121236,Word Frequency,Interview::LeetCode,Interview::LeetCode::Extra::99 Off-Roadmap::Concurrency & Shell,Concurrency & Shell,heuristic
1686038121238,Valid Phone Numbers,Interview::LeetCode,Interview::LeetCode::Extra::99 Off-Roadmap::Concurrency & Shell,Concurrency & Shell,heuristic
1686038121240,Transpose File,Interview::LeetCode,Interview::LeetCode::Extra::99 Off-Roadmap::Concurrency & Shell,Concurrency & Shell,heuristic
1686038121242,Tenth Line,Interview::LeetCode,Interview::LeetCode::Extra::99 Off-Roadmap::Concurrency & Shell,Concurrency & Shell,heuristic
1686038121244,Delete Duplicate Emails,Interview::LeetCode,Interview::LeetCode::Extra::99 Off-Roadmap::SQL & Database,SQL & Database,heuristic
1686038121246,Rising Temperature,Interview::LeetCode,Interview::LeetCode::Extra::99 Off-Roadmap::SQL & Database,SQL & Database,heuristic
1686038121254,Bitwise AND of Numbers Range,Interview::LeetCode,Interview::LeetCode::Extra::18 Bit Manipulation,Bit Manipulation,heuristic
1686038121258,Remove Linked List Elements,Interview::LeetCode,Interview::LeetCode::Extra::06 Linked List,Linked List,heuristic
1686038121260,Count Primes,Interview::LeetCode,Interview::LeetCode::Extra::17 Math & Geometry,Math & Geometry,heuristic
1686038121262,Isomorphic Strings,Interview::LeetCode,Interview::LeetCode::Extra::01 Arrays & Hashing,Arrays & Hashing,heuristic
1686038121270,Minimum Size Subarray Sum,Interview::LeetCode,Interview::LeetCode::Extra::03 Sliding Window,Sliding Window,heuristic
1686038121280,Shortest Palindrome,Interview::LeetCode,Interview::LeetCode::Extra::01 Arrays & Hashing,Arrays & Hashing,heuristic
1686038121284,Combination Sum III,Interview::LeetCode,Interview::LeetCode::Extra::09 Backtracking,Backtracking,heuristic
1686038121288,The Skyline Problem,Interview::LeetCode,Interview::LeetCode::Extra::07 Trees,Trees,heuristic
1686038121290,Contains Duplicate II,Interview::LeetCode,Interview::LeetCode::Extra::03 Sliding Window,Sliding Window,heuristic
1686038121292,Contains Duplicate III,Interview::LeetCode,Interview::LeetCode::Extra::03 Sliding Window,Sliding Window,heuristic
1686038121294,Maximal Square,Interview::LeetCode,Interview::LeetCode::Extra::14 2-D Dynamic Programming,2-D Dynamic Programming,heuristic
1686038121296,Count Complete Tree Nodes,Interview::LeetCode,Interview::LeetCode::Extra::07 Trees,Trees,heuristic
1686038121298,Rectangle Area,Interview::LeetCode,Interview::LeetCode::Extra::17 Math & Geometry,Math & Geometry,heuristic
1686038121300,Basic Calculator,Interview::LeetCode,Interview::LeetCode::Extra::04 Stack,Stack,heuristic
1686038121302,Implement Stack using Queues,Interview::LeetCode,Interview::LeetCode::Extra::04 Stack,Stack,heuristic
1686038121306,Basic Calculator II,Interview::LeetCode,Interview::LeetCode::Extra::04 Stack,Stack,heuristic
1686038121308,Summary Ranges,Interview::LeetCode,Interview::LeetCode::Extra::01 Arrays & Hashing,Arrays & Hashing,heuristic
1686038121310,Majority Element II,Interview::LeetCode,Interview::LeetCode::Extra::01 Arrays & Hashing,Arrays & Hashing,heuristic
1686038121314,Power of Two,Interview::LeetCode,Interview::LeetCode::Extra::18 Bit Manipulation,Bit Manipulation,heuristic
1686038121316,Implement Queue using Stacks,Interview::LeetCode,Interview::LeetCode::Extra::04 Stack,Stack,heuristic
1686038121318,Number of Digit One,Interview::LeetCode,Interview::LeetCode::Extra::13 1-D Dynamic Programming,1-D Dynamic Programming,heuristic
1686038121320,Palindrome Linked List,Interview::LeetCode,Interview::LeetCode::Extra::04 Stack,Stack,heuristic
1686038121324,Lowest Common Ancestor of a Binary Tree,Interview::LeetCode,Interview::LeetCode::Extra::07 Trees,Trees,heuristic
1686038121326,Delete Node in a Linked List,Interview::LeetCode,Interview::LeetCode::Extra::06 Linked List,Linked List,heuristic
1686038121332,Search a 2D Matrix II,Interview::LeetCode,Interview::LeetCode::Extra::05 Binary Search,Binary Search,heuristic
1686038121334,Different Ways to Add Parentheses,Interview::LeetCode,Interview::LeetCode::Extra::13 1-D Dynamic Programming,1-D Dynamic Programming,heuristic
1686038121338,Shortest Word Distance,Interview::LeetCode,Interview::LeetCode::Extra::01 Arrays & Hashing,Arrays & Hashing,heuristic
1686038121340,Shortest Word Distance II,Interview::LeetCode,Interview::LeetCode::Extra::02 Two Pointers,Two Pointers,heuristic
1686038121342,Shortest Word Distance III,Interview::LeetCode,Interview::LeetCode::Extra::01 Arrays & Hashing,Arrays & Hashing,heuristic
1686038121344,Strobogrammatic Number,Interview::LeetCode,Interview::LeetCode::Extra::02 Two Pointers,Two Pointers,heuristic
1686038121346,Strobogrammatic Number II,Interview::LeetCode,Interview::LeetCode::Extra::01 Arrays & Hashing,Arrays & Hashing,heuristic
1686038121348,Strobogrammatic Number III,Interview::LeetCode,Interview::LeetCode::Extra::01 Arrays & Hashing,Arrays & Hashing,heuristic
1686038121350,Group Shifted Strings,Interview::LeetCode,Interview::LeetCode::Extra::01 Arrays & Hashing,Arrays & Hashing,heuristic
1686038121352,Count Univalue Subtrees,Interview::LeetCode,Interview::LeetCode::Extra::07 Trees,Trees,heuristic
1686038121354,Flatten 2D Vector,Interview::LeetCode,Interview::LeetCode::Extra::02 Two Pointers,Two Pointers,heuristic
1686038121360,Factor Combinations,Interview::LeetCode,Interview::LeetCode::Extra::09 Backtracking,Backtracking,heuristic
1686038121362,Verify Preorder Sequence in Binary Search Tree,Interview::LeetCode,Interview::LeetCode::Extra::07 Trees,Trees,heuristic
1686038121364,Paint House,Interview::LeetCode,Interview::LeetCode::Extra::13 1-D Dynamic Programming,1-D Dynamic Programming,heuristic
1686038121366,Binary Tree Paths,Interview::LeetCode,Interview::LeetCode::Extra::09 Backtracking,Backtracking,heuristic
1686038121368,Add Digits,Interview::LeetCode,Interview::LeetCode::Extra::17 Math & Geometry,Math & Geometry,heuristic
1686038121370,3Sum Smaller,Interview::LeetCode,Interview::LeetCode::Extra::02 Two Pointers,Two Pointers,heuristic
1686038121372,Single Number III,Interview::LeetCode,Interview::LeetCode::Extra::18 Bit Manipulation,Bit Manipulation,heuristic
1686038121376,Trips and Users,Interview::LeetCode,Interview::LeetCode::Extra::99 Off-Roadmap::SQL & Database,SQL & Database,heuristic
1686038121378,Ugly Number,Interview::LeetCode,Interview::LeetCode::Extra::17 Math & Geometry,Math & Geometry,heuristic
1686038121380,Ugly Number II,Interview::LeetCode,Interview::LeetCode::Extra::13 1-D Dynamic Programming,1-D Dynamic Programming,heuristic
1686038121382,Paint House II,Interview::LeetCode,Interview::LeetCode::Extra::13 1-D Dynamic Programming,1-D Dynamic Programming,heuristic
1686038121384,Palindrome Permutation,Interview::LeetCode,Interview::LeetCode::Extra::18 Bit Manipulation,Bit Manipulation,heuristic
1686038121386,Palindrome Permutation II,Interview::LeetCode,Interview::LeetCode::Extra::09 Backtracking,Backtracking,heuristic
1686038121392,Closest Binary Search Tree Value,Interview::LeetCode,Interview::LeetCode::Extra::07 Trees,Trees,heuristic
1686038121396,Closest Binary Search Tree Value II,Interview::LeetCode,Interview::LeetCode::Extra::07 Trees,Trees,heuristic
1686038121398,Integer to English Words,Interview::LeetCode,Interview::LeetCode::Extra::17 Math & Geometry,Math & Geometry,heuristic
1686038121400,H-Index,Interview::LeetCode,Interview::LeetCode::Extra::01 Arrays & Hashing,Arrays & Hashing,heuristic
1686038121402,H-Index II,Interview::LeetCode,Interview::LeetCode::Extra::05 Binary Search,Binary Search,heuristic
1686038121404,Paint Fence,Interview::LeetCode,Interview::LeetCode::Extra::13 1-D Dynamic Programming,1-D Dynamic Programming,heuristic
1686038121406,Find the Celebrity,Interview::LeetCode,Interview::LeetCode::Extra::11 Graphs,Graphs,heuristic
1686038121408,First Bad Version,Interview::LeetCode,Interview::LeetCode::Extra::05 Binary Search,Binary Search,heuristic
1686038121410,Perfect Squares,Interview::LeetCode,Interview::LeetCode::Extra::13 1-D Dynamic Programming,1-D Dynamic Programming,heuristic
1686038121412,Wiggle Sort,Interview::LeetCode,Interview::LeetCode::Extra::15 Greedy,Greedy,heuristic
1686038121414,Zigzag Iterator,Interview::LeetCode,Interview::LeetCode::Extra::01 Arrays & Hashing,Arrays & Hashing,heuristic
1686038121416,Expression Add Operators,Interview::LeetCode,Interview::LeetCode::Extra::09 Backtracking,Backtracking,heuristic
1686038121418,Move Zeroes,Interview::LeetCode,Interview::LeetCode::Extra::02 Two Pointers,Two Pointers,heuristic
1686038121420,Peeking Iterator,Interview::LeetCode,Interview::LeetCode::Extra::01 Arrays & Hashing,Arrays & Hashing,heuristic
1686038121422,Inorder Successor in BST,Interview::LeetCode,Interview::LeetCode::Extra::07 Trees,Trees,heuristic
1686038121428,Unique Word Abbreviation,Interview::LeetCode,Interview::LeetCode::Extra::01 Arrays & Hashing,Arrays & Hashing,heuristic
1686038121430,Game of Life,Interview::LeetCode,Interview::LeetCode::Extra::17 Math & Geometry,Math & Geometry,heuristic
1686038121432,Word Pattern,Interview::LeetCode,Interview::LeetCode::Extra::01 Arrays & Hashing,Arrays & Hashing,heuristic
1686038121434,Word Pattern II,Interview::LeetCode,Interview::LeetCode::Extra::09 Backtracking,Backtracking,heuristic
1686038121436,Nim Game,Interview::LeetCode,Interview::LeetCode::Extra::13 1-D Dynamic Programming,1-D Dynamic Programming,heuristic
1686038121438,Flip Game,Interview::LeetCode,Interview::LeetCode::Extra::01 Arrays & Hashing,Arrays & Hashing,heuristic
1686038121440,Flip Game II,Interview::LeetCode,Interview::LeetCode::Extra::09 Backtracking,Backtracking,heuristic
1686038121444,Best Meeting Point,Interview::LeetCode,Interview::LeetCode::Extra::17 Math & Geometry,Math & Geometry,heuristic
1686038121448,Binary Tree Longest Consecutive Sequence,Interview::LeetCode,Interview::LeetCode::Extra::07 Trees,Trees,heuristic
1686038121450,Bulls and Cows,Interview::LeetCode,Interview::LeetCode::Extra::01 Arrays & Hashing,Arrays & Hashing,heuristic
1686038121454,Remove Invalid Parentheses,Interview::LeetCode,Interview::LeetCode::Extra::09 Backtracking,Backtracking,heuristic
1686038121456,Smallest Rectangle Enclosing Black Pixels,Interview::LeetCode,Interview::LeetCode::Extra::11 Graphs,Graphs,heuristic
1686038121458,Range Sum Query - Immutable,Interview::LeetCode,Interview::LeetCode::Extra::01 Arrays & Hashing,Arrays & Hashing,heuristic
1686038121460,Range Sum Query 2D - Immutable,Interview::LeetCode,Interview::LeetCode::Extra::17 Math & Geometry,Math & Geometry,heuristic
1686038121462,Number of Islands II,Interview::LeetCode,Interview::LeetCode::Extra::11 Graphs,Graphs,heuristic
1686038121464,Additive Number,Interview::LeetCode,Interview::LeetCode::Extra::09 Backtracking,Backtracking,heuristic
1686038121466,Range Sum Query - Mutable,Interview::LeetCode,Interview::LeetCode::Extra::07 Trees,Trees,heuristic
1686038121468,Range Sum Query 2D - Mutable,Interview::LeetCode,Interview::LeetCode::Extra::07 Trees,Trees,heuristic
1686038121472,Minimum Height Trees,Interview::LeetCode,Interview::LeetCode::Extra::11 Graphs,Graphs,heuristic
1686038121474,Sparse Matrix Multiplication,Interview::LeetCode,Interview::LeetCode::Extra::17 Math & Geometry,Math & Geometry,heuristic
1686038121478,Super Ugly Number,Interview::LeetCode,Interview::LeetCode::Extra::13 1-D Dynamic Programming,1-D Dynamic Programming,heuristic
1686038121480,Binary Tree Vertical Order Traversal,Interview::LeetCode,Interview::LeetCode::Extra::07 Trees,Trees,heuristic
1686038121482,Count of Smaller Numbers After Self,Interview::LeetCode,Interview::LeetCode::Extra::07 Trees,Trees,heuristic
1686038121484,Remove Duplicate Letters,Interview::LeetCode,Interview::LeetCode::Extra::04 Stack,Stack,heuristic
1686038121486,Shortest Distance from All Buildings,Interview::LeetCode,Interview::LeetCode::Extra::11 Graphs,Graphs,heuristic
1686038121488,Maximum Product of Word Lengths,Interview::LeetCode,Interview::LeetCode::Extra::18 Bit Manipulation,Bit Manipulation,heuristic
1686038121490,Bulb Switcher,Interview::LeetCode,Interview::LeetCode::Extra::17 Math & Geometry,Math & Geometry,heuristic
1686038121492,Generalized Abbreviation,Interview::LeetCode,Interview::LeetCode::Extra::09 Backtracking,Backtracking,heuristic
1686038121494,Create Maximum Number,Interview::LeetCode,Interview::LeetCode::Extra::04 Stack,Stack,heuristic
1686038121500,Wiggle Sort II,Interview::LeetCode,Interview::LeetCode::Extra::08 Heap - Priority Queue,Heap - Priority Queue,heuristic
1686038121502,Maximum Size Subarray Sum Equals k,Interview::LeetCode,Interview::LeetCode::Extra::01 Arrays & Hashing,Arrays & Hashing,heuristic
1686038121504,Power of Three,Interview::LeetCode,Interview::LeetCode::Extra::17 Math & Geometry,Math & Geometry,heuristic
1686038121506,Count of Range Sum,Interview::LeetCode,Interview::LeetCode::Extra::07 Trees,Trees,heuristic
1686038121508,Odd Even Linked List,Interview::LeetCode,Interview::LeetCode::Extra::06 Linked List,Linked List,heuristic
1686038121512,Patching Array,Interview::LeetCode,Interview::LeetCode::Extra::15 Greedy,Greedy,heuristic
1686038121514,Verify Preorder Serialization of a Binary Tree,Interview::LeetCode,Interview::LeetCode::Extra::07 Trees,Trees,heuristic
1686038121518,Largest BST Subtree,Interview::LeetCode,Interview::LeetCode::Extra::13 1-D Dynamic Programming,1-D Dynamic Programming,heuristic
1686038121520,Increasing Triplet Subsequence,Interview::LeetCode,Interview::LeetCode::Extra::15 Greedy,Greedy,heuristic
1686038121522,Self Crossing,Interview::LeetCode,Interview::LeetCode::Extra::17 Math & Geometry,Math & Geometry,heuristic
1686038121524,Palindrome Pairs,Interview::LeetCode,Interview::LeetCode::Extra::10 Tries,Tries,heuristic
1686038121526,House Robber III,Interview::LeetCode,Interview::LeetCode::Extra::13 1-D Dynamic Programming,1-D Dynamic Programming,heuristic
1686038121530,Nested List Weight Sum,Interview::LeetCode,Interview::LeetCode::Extra::07 Trees,Trees,heuristic
1686038121532,Longest Substring with At Most K Distinct Characters,Interview::LeetCode,Interview::LeetCode::Extra::03 Sliding Window,Sliding Window,heuristic
1686038121534,Flatten Nested List Iterator,Interview::LeetCode,Interview::LeetCode::Extra::07 Trees,Trees,heuristic
1686038121536,Power of Four,Interview::LeetCode,Interview::LeetCode::Extra::18 Bit Manipulation,Bit Manipulation,heuristic
1686038121538,Integer Break,Interview::LeetCode,Interview::LeetCode::Extra::13 1-D Dynamic Programming,1-D Dynamic Programming,heuristic
1686038121540,Reverse String,Interview::LeetCode,Interview::LeetCode::Extra::02 Two Pointers,Two Pointers,heuristic
1686038121542,Reverse Vowels of a String,Interview::LeetCode,Interview::LeetCode::Extra::02 Two Pointers,Two Pointers,heuristic
1686038121544,Moving Average from Data Stream,Interview::LeetCode,Interview::LeetCode::Extra::01 Arrays & Hashing,Arrays & Hashing,heuristic
1686038121548,Design Tic-Tac-Toe,Interview::LeetCode,Interview::LeetCode::Extra::17 Math & Geometry,Math & Geometry,heuristic
1686038121550,Intersection of Two Arrays,Interview::LeetCode,Interview::LeetCode::Extra::02 Two Pointers,Two Pointers,heuristic
1686038121552,Intersection of Two Arrays II,Interview::LeetCode,Interview::LeetCode::Extra::02 Two Pointers,Two Pointers,heuristic
1686038121554,Android Unlock Patterns,Interview::LeetCode,Interview::LeetCode::Extra::09 Backtracking,Backtracking,heuristic
